account,amount,symbol
adysscheryl,"0,048",ALIVEM
ironshield,"0,057",ALIVEM
bradleyarrow,"0,119",ALIVEM
manuvert,"0,04",ALIVEM
mario89,"0,002",ALIVEM
chapelle,"0,027",ALIVEM
stdd,"0,058",ALIVEM
ana-maria,"0,108",ALIVEM
yeckingo1,"0,028",ALIVEM
vocup,"0,355",ALIVEM
caelum1infernum,"0,007",ALIVEM
imfarhad,"0,081",ALIVEM
darmst5339,"0,043",ALIVEM
noctury,"0,072",ALIVEM
hoosie,"0,007",ALIVEM
edgerik,"0,123",ALIVEM
karizma,"0,006",ALIVEM
benthomaswwd,"0,001",ALIVEM
davidxxl,"0,001",ALIVEM
engilhramn,"0,01",ALIVEM
mypathtofire,"0,049",ALIVEM
heartbeatonhive,"0,002",ALIVEM
bearmol,"0,007",ALIVEM
littlebee4,"0,021",ALIVEM
jmis101,"0,038",ALIVEM
oasiskp2,"0,001",ALIVEM
alovely088,"0,001",ALIVEM
awah,"0,027",ALIVEM
siddhartaz,"0,003",ALIVEM
palomap3,"0,004",ALIVEM
assassyn,"0,009",ALIVEM
neoxvoter,"0,083",ALIVEM
steem-holder,"0,018",ALIVEM
apoloo1,"0,044",ALIVEM
