account,amount,symbol
adysscheryl,"0,025",ALIVEM
ironshield,"0,066",ALIVEM
bradleyarrow,"0,045",ALIVEM
manuvert,"0,025",ALIVEM
mario89,"0,001",ALIVEM
chapelle,"0,029",ALIVEM
stdd,"0,031",ALIVEM
ana-maria,"0,007",ALIVEM
yeckingo1,"0,014",ALIVEM
vocup,"0,05",ALIVEM
caelum1infernum,"0,013",ALIVEM
imfarhad,"0,001",ALIVEM
darmst5339,"0,019",ALIVEM
jacoalberts,"0,014",ALIVEM
noctury,"0,027",ALIVEM
hoosie,"0,003",ALIVEM
edgerik,"0,059",ALIVEM
karizma,"0,004",ALIVEM
benthomaswwd,"0,069",ALIVEM
davidxxl,"0,07",ALIVEM
engilhramn,"0,003",ALIVEM
mypathtofire,"0,055",ALIVEM
kam5iz,"0,002",ALIVEM
heartbeatonhive,"0,054",ALIVEM
master-lamps,"0,023",ALIVEM
bearmol,"0,007",ALIVEM
myjob,"0,012",ALIVEM
littlebee4,"0,025",ALIVEM
jmis101,"0,117",ALIVEM
alovely088,"0,001",ALIVEM
awah,"0,007",ALIVEM
palomap3,"0,007",ALIVEM
olujose6,"0,023",ALIVEM
assassyn,"0,002",ALIVEM
neoxvoter,"0,003",ALIVEM
steem-holder,"0,006",ALIVEM
apoloo1,"0,038",ALIVEM
treefrognada,"0,001",ALIVEM
liotes.alive,"0,022",ALIVEM
heruvim1978,"0,005",ALIVEM
sammyhive,"0,011",ALIVEM
ijelady,"0,041",ALIVEM
tengolotodo,"0,006",ALIVEM
hivecurious,"0,005",ALIVEM
tydynrain,"0,012",ALIVEM
