account,amount,symbol
adysscheryl,"0,013",ALIVEM
ironshield,"0,042",ALIVEM
bradleyarrow,"0,028",ALIVEM
manuvert,"0,028",ALIVEM
mario89,"0,001",ALIVEM
chapelle,"0,021",ALIVEM
stdd,"0,029",ALIVEM
ana-maria,"0,013",ALIVEM
yeckingo1,"0,012",ALIVEM
vocup,"0,008",ALIVEM
caelum1infernum,"0,01",ALIVEM
imfarhad,"0,107",ALIVEM
darmst5339,"0,005",ALIVEM
jacoalberts,"0,012",ALIVEM
noctury,"0,031",ALIVEM
hoosie,"0,004",ALIVEM
edgerik,"0,044",ALIVEM
karizma,"0,011",ALIVEM
gurseerat,"0,085",ALIVEM
davidxxl,"0,107",ALIVEM
engilhramn,"0,004",ALIVEM
mypathtofire,"0,073",ALIVEM
heartbeatonhive,"0,001",ALIVEM
master-lamps,"0,038",ALIVEM
bearmol,"0,004",ALIVEM
myjob,"0,011",ALIVEM
littlebee4,"0,001",ALIVEM
jmis101,"0,043",ALIVEM
oasiskp2,"0,019",ALIVEM
alovely088,"0,033",ALIVEM
awah,"0,016",ALIVEM
palomap3,"0,004",ALIVEM
assassyn,"0,003",ALIVEM
liotes.alive,"0,004",ALIVEM
heruvim1978,"0,005",ALIVEM
sammyhive,"0,034",ALIVEM
ijelady,"0,019",ALIVEM
tengolotodo,"0,009",ALIVEM
melinda010100,"0,005",ALIVEM
hivecurious,"0,021",ALIVEM
tydynrain,"0,036",ALIVEM
kaseldz,"0,004",ALIVEM
pedrobrito2004,"0,01",ALIVEM
cursephantom,"0,015",ALIVEM
