account,amount,symbol
adysscheryl,"0,032",ALIVEM
ironshield,"0,127",ALIVEM
bradleyarrow,"0,002",ALIVEM
manuvert,"0,032",ALIVEM
mario89,"0,002",ALIVEM
chapelle,"0,016",ALIVEM
stdd,"0,053",ALIVEM
ana-maria,"0,004",ALIVEM
yeckingo1,"0,025",ALIVEM
vocup,"0,012",ALIVEM
caelum1infernum,"0,016",ALIVEM
imfarhad,"0,082",ALIVEM
alzee,"0,042",ALIVEM
darmst5339,"0,013",ALIVEM
jacoalberts,"0,004",ALIVEM
noctury,"0,072",ALIVEM
hoosie,"0,012",ALIVEM
edgerik,"0,143",ALIVEM
karizma,"0,04",ALIVEM
benthomaswwd,"0,007",ALIVEM
davidxxl,"0,042",ALIVEM
engilhramn,"0,008",ALIVEM
mypathtofire,"0,245",ALIVEM
chaosmagic23,"0,007",ALIVEM
bechibenner,"0,003",ALIVEM
heartbeatonhive,"0,003",ALIVEM
tokutaro22,"0,002",ALIVEM
bearmol,"0,002",ALIVEM
littlebee4,"0,02",ALIVEM
jmis101,"0,042",ALIVEM
oasiskp2,"0,002",ALIVEM
alovely088,"0,001",ALIVEM
awah,"0,023",ALIVEM
siddhartaz,"0,009",ALIVEM
palomap3,"0,008",ALIVEM
olujose6,"0,001",ALIVEM
assassyn,"0,003",ALIVEM
neoxvoter,"0,243",ALIVEM
steem-holder,"0,024",ALIVEM
