account,amount,symbol
adysscheryl,"0,042",ALIVEM
ironshield,"0,147",ALIVEM
bradleyarrow,"0,101",ALIVEM
manuvert,"0,037",ALIVEM
mario89,"0,002",ALIVEM
chapelle,"0,043",ALIVEM
stdd,"0,064",ALIVEM
ana-maria,"0,01",ALIVEM
yeckingo1,"0,045",ALIVEM
vocup,"0,087",ALIVEM
caelum1infernum,"0,015",ALIVEM
imfarhad,"0,001",ALIVEM
alzee,"0,033",ALIVEM
darmst5339,"0,052",ALIVEM
noctury,"0,071",ALIVEM
hoosie,"0,008",ALIVEM
edgerik,"0,074",ALIVEM
karizma,"0,009",ALIVEM
benthomaswwd,"0,62",ALIVEM
gurseerat,"0,094",ALIVEM
davidxxl,"0,001",ALIVEM
engilhramn,"0,001",ALIVEM
mypathtofire,"0,121",ALIVEM
bechibenner,"0,003",ALIVEM
heartbeatonhive,"0,071",ALIVEM
master-lamps,"0,002",ALIVEM
bearmol,"0,005",ALIVEM
myjob,"0,024",ALIVEM
elizabetamt,"0,012",ALIVEM
littlebee4,"0,021",ALIVEM
jmis101,"0,002",ALIVEM
oasiskp2,"0,001",ALIVEM
alovely088,"0,001",ALIVEM
awah,"0,022",ALIVEM
palomap3,"0,034",ALIVEM
assassyn,"0,006",ALIVEM
neoxvoter,"0,003",ALIVEM
steem-holder,"0,017",ALIVEM
apoloo1,"0,049",ALIVEM
treefrognada,"0,002",ALIVEM
liotes.alive,"0,013",ALIVEM
heruvim1978,"0,005",ALIVEM
sammyhive,"0,023",ALIVEM
ijelady,"0,063",ALIVEM
hafiz34,"0,105",ALIVEM
tengolotodo,"0,014",ALIVEM
