account,amount,symbol
adysscheryl,"0,027",ALIVEM
ironshield,"0,1",ALIVEM
bradleyarrow,"0,102",ALIVEM
manuvert,"0,048",ALIVEM
mario89,"0,002",ALIVEM
chapelle,"0,018",ALIVEM
captainloken,"0,004",ALIVEM
stdd,"0,054",ALIVEM
yeckingo1,"0,015",ALIVEM
vocup,"0,007",ALIVEM
caelum1infernum,"0,014",ALIVEM
imfarhad,"0,092",ALIVEM
alzee,"0,024",ALIVEM
darmst5339,"0,023",ALIVEM
noctury,"0,148",ALIVEM
hoosie,"0,006",ALIVEM
edgerik,"0,137",ALIVEM
visual.alive,"0,003",ALIVEM
karizma,"0,027",ALIVEM
benthomaswwd,"0,001",ALIVEM
davidxxl,"0,065",ALIVEM
engilhramn,"0,007",ALIVEM
mypathtofire,"0,047",ALIVEM
thoth442,"0,016",ALIVEM
heartbeatonhive,"0,004",ALIVEM
old-man-chu58,"0,009",ALIVEM
macfit,"0,001",ALIVEM
merthin,"0,178",ALIVEM
tokutaro22,"0,006",ALIVEM
bearmol,"0,003",ALIVEM
myjob,"0,045",ALIVEM
littlebee4,"0,061",ALIVEM
jmis101,"0,033",ALIVEM
oasiskp2,"0,023",ALIVEM
alovely088,"0,001",ALIVEM
awah,"0,033",ALIVEM
siddhartaz,"0,125",ALIVEM
palomap3,"0,002",ALIVEM
olujose6,"0,014",ALIVEM
