account,amount,symbol
adysscheryl,"0,021",ALIVEM
ironshield,"0,084",ALIVEM
bradleyarrow,"0,083",ALIVEM
manuvert,"0,014",ALIVEM
chapelle,"0,027",ALIVEM
stdd,"0,04",ALIVEM
ana-maria,"0,008",ALIVEM
yeckingo1,"0,014",ALIVEM
vocup,"0,007",ALIVEM
caelum1infernum,"0,006",ALIVEM
imfarhad,"0,001",ALIVEM
darmst5339,"0,017",ALIVEM
jacoalberts,"0,003",ALIVEM
noctury,"0,041",ALIVEM
hoosie,"0,003",ALIVEM
edgerik,"0,067",ALIVEM
benthomaswwd,"0,066",ALIVEM
gurseerat,"0,098",ALIVEM
davidxxl,"0,001",ALIVEM
engilhramn,"0,003",ALIVEM
mypathtofire,"0,074",ALIVEM
thoth442,"0,008",ALIVEM
heartbeatonhive,"0,003",ALIVEM
bearmol,"0,001",ALIVEM
myjob,"0,013",ALIVEM
littlebee4,"0,002",ALIVEM
jmis101,"0,047",ALIVEM
oasiskp2,"0,032",ALIVEM
alovely088,"0,002",ALIVEM
awah,"0,017",ALIVEM
palomap3,"0,006",ALIVEM
assassyn,"0,004",ALIVEM
liotes.alive,"0,002",ALIVEM
heruvim1978,"0,002",ALIVEM
sammyhive,"0,073",ALIVEM
ijelady,"0,013",ALIVEM
tengolotodo,"0,002",ALIVEM
melinda010100,"0,003",ALIVEM
hivecurious,"0,025",ALIVEM
tydynrain,"0,045",ALIVEM
kaseldz,"0,005",ALIVEM
pedrobrito2004,"0,007",ALIVEM
sumatranate,"0,068",ALIVEM
cursephantom,"0,022",ALIVEM
